code,pred_date,pred_return
000001.SZ,2025-12-30,-0.0002551525249145925
000002.SZ,2025-12-30,-0.0031790295615792274
000004.SZ,2025-12-30,-0.002894168719649315
000006.SZ,2025-12-30,-0.0026509971357882023
000007.SZ,2025-12-30,0.0015814801445230842
000008.SZ,2025-12-30,-0.0022830632515251637
000009.SZ,2025-12-30,0.0004730068612843752
000010.SZ,2025-12-30,0.0024213336873799562
000011.SZ,2025-12-30,-0.00046053010737523437
000012.SZ,2025-12-30,-0.0006110381218604743
000014.SZ,2025-12-30,0.0002028998569585383
000016.SZ,2025-12-30,0.0016660012770444155
000017.SZ,2025-12-30,-0.004805853124707937
000019.SZ,2025-12-30,-0.0009307350846938789
000020.SZ,2025-12-30,0.008050589822232723
000021.SZ,2025-12-30,-0.007088895887136459
000025.SZ,2025-12-30,-0.0025661757681518793
000026.SZ,2025-12-30,-0.004031474702060223
000027.SZ,2025-12-30,-0.0015623492654412985
000028.SZ,2025-12-30,-0.0012280629016458988
000029.SZ,2025-12-30,-0.007732570171356201
000030.SZ,2025-12-30,0.00010144599946215749
000031.SZ,2025-12-30,-0.0016376122366636992
000032.SZ,2025-12-30,-6.511712626888766e-07
000034.SZ,2025-12-30,-0.003356078639626503
000035.SZ,2025-12-30,-0.002084549283608794
000036.SZ,2025-12-30,0.008142649196088314
000037.SZ,2025-12-30,0.0016186835709959269
000039.SZ,2025-12-30,-0.003789770882576704
000042.SZ,2025-12-30,0.00011151545913890004
000045.SZ,2025-12-30,-0.00280569726601243
000048.SZ,2025-12-30,-0.004995773080736399
000049.SZ,2025-12-30,-0.0024838249664753675
000050.SZ,2025-12-30,-0.0037569664418697357
000055.SZ,2025-12-30,0.0023690571542829275
000056.SZ,2025-12-30,0.007827216759324074
000058.SZ,2025-12-30,-0.002555258572101593
000059.SZ,2025-12-30,-0.0015222295187413692
000060.SZ,2025-12-30,-0.0007339252042584121
000061.SZ,2025-12-30,-0.004330553114414215
000062.SZ,2025-12-30,-0.002262809779495001
000063.SZ,2025-12-30,-0.01035331655293703
000065.SZ,2025-12-30,-0.0010431003756821156
000066.SZ,2025-12-30,-0.004773479886353016
000068.SZ,2025-12-30,0.0014502349076792598
000069.SZ,2025-12-30,-0.0021737865172326565
000070.SZ,2025-12-30,-0.02410784363746643
000078.SZ,2025-12-30,0.002849798183888197
000088.SZ,2025-12-30,-0.0003758695092983544
000089.SZ,2025-12-30,-9.446259355172515e-05
000090.SZ,2025-12-30,-0.0014456086792051792
