code,pred_date,pred_return_FreTS,pred_return_PatchTST,pred_return_WPMixer,pred_return_iTransformer,rank_FreTS,rank_PatchTST,rank_WPMixer,rank_iTransformer,rank_sum,rank_sum_rank
002612.SZ,2025-12-30,0.0008343921508640051,-0.000305310299154371,0.0009713304461911321,-0.0028864177875220776,1329.0,1205.0,1096.0,334.0,3964.0,702.0
002372.SZ,2025-12-30,0.0034132853616029024,0.00024325604317709804,-0.0006074100383557379,-0.0041184984147548676,665.0,971.0,1778.0,556.0,3970.0,703.0
002117.SZ,2025-12-30,-0.0012362734414637089,0.0021431061904877424,0.0023995127994567156,-0.006566094234585762,1802.0,485.0,678.0,1007.0,3972.0,704.0
002132.SZ,2025-12-30,0.0036065278109163046,-0.00015176512533798814,0.004164166748523712,-0.01416168175637722,629.0,1127.0,361.0,1855.0,3972.0,704.0
603025.SH,2025-12-30,0.006964661180973053,0.0006423064623959363,0.0026358121540397406,-0.01996198669075966,213.0,843.0,632.0,2284.0,3972.0,704.0
000951.SZ,2025-12-30,0.0037512860726565123,-0.0008323497022502124,-0.000570647360291332,-0.001681614900007844,602.0,1437.0,1760.0,174.0,3973.0,707.0
600328.SH,2025-12-30,0.0031113149598240852,-0.0016800204757601023,0.0019049671245738864,-0.004392724484205246,732.0,1825.0,801.0,616.0,3974.0,708.0
600605.SH,2025-12-30,0.00476832315325737,0.0007573904586024582,0.002355368109419942,-0.016669556498527527,437.0,802.0,683.0,2052.0,3974.0,708.0
002437.SZ,2025-12-30,0.0026796513702720404,-0.0011910684406757355,0.000931578513700515,-0.003361118957400322,835.0,1598.0,1111.0,431.0,3975.0,710.0
600078.SH,2025-12-30,-0.0044261557050049305,0.010120165534317493,0.020044565200805664,-0.011875923722982407,2283.0,34.0,8.0,1650.0,3975.0,710.0
601229.SH,2025-12-30,-0.00013236416270956397,0.0008623517351225019,0.0004214210784994066,-0.002853608224540949,1568.0,774.0,1304.0,330.0,3976.0,712.0
603565.SH,2025-12-30,0.0028623000252991915,-5.557149779633619e-05,0.0002996236435137689,-0.005183636210858822,781.0,1084.0,1339.0,773.0,3977.0,713.0
001872.SZ,2025-12-30,0.0037734857760369778,-0.0009341772529296577,-0.0007406616932712495,-0.00040208076825365424,599.0,1485.0,1829.0,65.0,3978.0,714.0
002430.SZ,2025-12-30,0.00283767725341022,0.002507848432287574,0.002599148079752922,-0.017624948173761368,791.0,426.0,638.0,2132.0,3987.0,715.0
002109.SZ,2025-12-30,0.003486495465040207,-0.0011409593280404806,0.0018072405364364386,-0.006192884873598814,652.0,1580.0,820.0,936.0,3988.0,716.0
600366.SH,2025-12-30,0.005273026414215565,0.0023118217941373587,0.0015802286798134446,-0.019861744716763496,375.0,462.0,874.0,2279.0,3990.0,717.0
002903.SZ,2025-12-30,0.004377894569188356,0.0034760499838739634,0.0013044419465586543,-0.019144607707858086,483.0,300.0,971.0,2239.0,3993.0,718.0
603719.SH,2025-12-30,0.004396578762680292,-0.0005669075180776417,0.0005032824701629579,-0.006137683056294918,479.0,1324.0,1269.0,921.0,3993.0,718.0
600409.SH,2025-12-30,0.008529508486390114,-0.0020305027719587088,0.0045214081183075905,-0.011420340277254581,133.0,1954.0,312.0,1597.0,3996.0,720.0
603029.SH,2025-12-30,-0.0016383526381105185,0.0010495082242414355,0.001236524898558855,-0.0031695845536887646,1879.0,730.0,996.0,393.0,3998.0,721.0
002986.SZ,2025-12-30,0.002880627987906337,-0.001713255885988474,0.00204376014880836,-0.004451374057680368,773.0,1839.0,755.0,632.0,3999.0,722.0
600470.SH,2025-12-30,-0.0012843613512814045,0.0004079932114109397,0.003999586682766676,-0.005921685136854649,1811.0,921.0,375.0,894.0,4001.0,723.0
002889.SZ,2025-12-30,0.006983383558690548,0.00284781027585268,-9.741476969793439e-05,-0.014212917536497116,212.0,386.0,1545.0,1859.0,4002.0,724.0
600433.SH,2025-12-30,0.0026630156207829714,-0.0014466170687228441,0.0009359598625451326,-0.0028917817398905754,842.0,1715.0,1109.0,337.0,4003.0,725.0
603585.SH,2025-12-30,-0.0005061370902694762,0.003171315649524331,0.002504411619156599,-0.009274541400372982,1660.0,345.0,657.0,1343.0,4005.0,726.0
000889.SZ,2025-12-30,0.0011660176096484065,0.0062776305712759495,0.006212680600583553,-0.023295246064662933,1252.0,116.0,177.0,2462.0,4007.0,727.0
601598.SH,2025-12-30,0.0031077733729034662,0.0012128163361921906,0.002701954683288932,-0.015398417599499226,733.0,698.0,620.0,1957.0,4008.0,728.0
002022.SZ,2025-12-30,0.0006146605010144413,-0.0002454269560985267,0.0007792558753862977,-0.0026494781486690044,1381.0,1169.0,1164.0,299.0,4013.0,729.0
002181.SZ,2025-12-30,-0.009290855377912521,0.0011650981614366174,0.006748720072209835,-0.004016931634396315,2624.0,711.0,141.0,540.0,4016.0,730.0
600023.SH,2025-12-30,0.003722151042893529,-0.00010519701754674315,-0.001196396304294467,-0.0026643704622983932,607.0,1109.0,2000.0,303.0,4019.0,731.0
002885.SZ,2025-12-30,-0.02048705890774727,0.0001842335914261639,0.007328858133405447,-0.0008265720098279417,2814.0,998.0,114.0,94.0,4020.0,732.0
002313.SZ,2025-12-30,0.005250593647360802,-0.0007283889572136104,-0.0013421892654150724,-0.002015048637986183,378.0,1392.0,2051.0,210.0,4031.0,733.0
002399.SZ,2025-12-30,0.001781152212060988,-0.0002552877995185554,0.00131816731300205,-0.00537219038233161,1096.0,1176.0,963.0,799.0,4034.0,734.0
000892.SZ,2025-12-30,-0.007007235661149025,0.0017332349671050906,0.004664040170609951,-0.004728890024125576,2483.0,562.0,300.0,693.0,4038.0,735.0
000505.SZ,2025-12-30,0.0037044251803308725,0.003537163371220231,0.003950652666389942,-0.033421605825424194,609.0,292.0,383.0,2757.0,4041.0,736.0
600015.SH,2025-12-30,0.0010252681095153093,8.630804950371385e-05,-6.876379484310746e-05,-0.001944647403433919,1282.0,1029.0,1529.0,202.0,4042.0,737.0
000759.SZ,2025-12-30,0.006188915576785803,0.0018821159610524774,0.00347110815346241,-0.03384711220860481,285.0,538.0,457.0,2763.0,4043.0,738.0
002259.SZ,2025-12-30,-5.045713987783529e-05,8.236413123086095e-05,0.0015532451216131449,-0.00423929188400507,1542.0,1031.0,883.0,587.0,4043.0,738.0
600780.SH,2025-12-30,0.004261044319719076,-0.0008627583156339824,-0.0006167931132949889,-0.0026785433292388916,505.0,1454.0,1782.0,305.0,4046.0,740.0
000404.SZ,2025-12-30,0.005600218661129475,-0.00043587287655100226,-0.0012330468744039536,-0.0034049060195684433,343.0,1260.0,2009.0,436.0,4048.0,741.0
002746.SZ,2025-12-30,0.003139278618618846,-0.0002945011365227401,-0.00023408426204696298,-0.003946591168642044,726.0,1193.0,1607.0,524.0,4050.0,742.0
600283.SH,2025-12-30,0.0018939732108265162,-0.00031626218697056174,-8.896604413166642e-05,-0.0022929958067834377,1055.0,1212.0,1539.0,244.0,4050.0,742.0
605166.SH,2025-12-30,0.004798499867320061,-0.002192353829741478,0.0015335597563534975,-0.004847728181630373,432.0,2014.0,889.0,716.0,4051.0,744.0
600838.SH,2025-12-30,0.006298843305557966,-0.00022721529239788651,0.00595109025016427,-0.022771896794438362,267.0,1159.0,193.0,2437.0,4056.0,745.0
000401.SZ,2025-12-30,0.0006704047555103898,-0.00045992847299203277,0.0005639362498186529,-0.0017055054195225239,1368.0,1269.0,1246.0,175.0,4058.0,746.0
000690.SZ,2025-12-30,0.0031849953811615705,-0.00027561833849176764,-0.0009116923320107162,-0.002381616970524192,713.0,1184.0,1902.0,265.0,4064.0,747.0
000970.SZ,2025-12-30,0.0019343766616657376,0.0032910483423620462,0.0029607422184199095,-0.017767520621418953,1039.0,331.0,550.0,2144.0,4064.0,747.0
001965.SZ,2025-12-30,0.004341603256762028,-0.0008297832100652158,-0.0002273112186230719,-0.0039779325015842915,491.0,1435.0,1606.0,534.0,4066.0,749.0
000100.SZ,2025-12-30,0.0023549459874629974,0.0015918748686090112,0.0009596600430086255,-0.010356229729950428,922.0,590.0,1098.0,1461.0,4071.0,750.0
000897.SZ,2025-12-30,-0.0002998497220687568,0.001524267834611237,0.002729239873588085,-0.00835979264229536,1615.0,602.0,609.0,1246.0,4072.0,751.0
002337.SZ,2025-12-30,2.683658203750383e-05,0.0034855289850383997,0.006818838883191347,-0.0174374021589756,1522.0,299.0,137.0,2114.0,4072.0,751.0
002787.SZ,2025-12-30,-0.0008150271023623645,0.007306376472115517,0.00660480884835124,-0.017574582248926163,1716.0,83.0,149.0,2127.0,4075.0,753.0
002958.SZ,2025-12-30,0.0027415056247264147,-0.00035776622826233506,-0.0007027920219115913,-0.002041827654466033,818.0,1231.0,1814.0,212.0,4075.0,753.0
603578.SH,2025-12-30,-7.275203188328305e-06,0.0010396308498457074,0.0021093529649078846,-0.007051377557218075,1532.0,736.0,735.0,1072.0,4075.0,753.0
605008.SH,2025-12-30,0.001649454701691866,7.72954081185162e-05,0.0013267778558656573,-0.006293414626270533,1134.0,1033.0,957.0,951.0,4075.0,753.0
002577.SZ,2025-12-30,0.0011012477334588766,-0.0001896457397378981,0.0008843991090543568,-0.004001914523541927,1266.0,1145.0,1128.0,538.0,4077.0,757.0
002846.SZ,2025-12-30,0.013468670658767223,0.0036326218396425247,-0.000502504117321223,-0.016407852992415428,39.0,282.0,1730.0,2029.0,4080.0,758.0
603590.SH,2025-12-30,-0.0002458694507367909,0.002921639010310173,-0.00037895626155659556,-0.0034482255578041077,1599.0,376.0,1665.0,440.0,4080.0,758.0
600642.SH,2025-12-30,0.002874325728043914,-4.813601208297769e-06,-0.0015075753908604383,-0.0012539702001959085,778.0,1064.0,2109.0,133.0,4084.0,760.0
002314.SZ,2025-12-30,0.0036306180991232395,-0.0012652711011469364,0.0013721982249990106,-0.005957930814474821,623.0,1630.0,937.0,897.0,4087.0,761.0
601128.SH,2025-12-30,0.0011888471199199557,6.962771294638515e-05,-0.00013565894914790988,-0.0022564781829714775,1246.0,1038.0,1563.0,242.0,4089.0,762.0
601318.SH,2025-12-30,0.0006858803099021316,0.00038362701889127493,0.0013143830001354218,-0.005537502933293581,1363.0,931.0,965.0,830.0,4089.0,762.0
603613.SH,2025-12-30,-0.0001047407859005034,0.005546985659748316,0.0014416356571018696,-0.010431664064526558,1560.0,147.0,916.0,1467.0,4090.0,764.0
601515.SH,2025-12-30,0.0016325477045029402,0.0010191345354542136,0.0027081891894340515,-0.01139811147004366,1139.0,740.0,618.0,1595.0,4092.0,765.0
603903.SH,2025-12-30,-0.0015660971403121948,0.006480296608060598,0.006247455719858408,-0.0152335399761796,1866.0,109.0,174.0,1943.0,4092.0,765.0
600833.SH,2025-12-30,0.001292498898692429,-0.0006524347118102014,0.004204491153359413,-0.007766713388264179,1216.0,1364.0,351.0,1166.0,4097.0,767.0
003816.SZ,2025-12-30,0.0040153032168745995,0.001347788143903017,-0.0022764112800359726,-0.0042557502165436745,552.0,654.0,2302.0,590.0,4098.0,768.0
603118.SH,2025-12-30,0.009070790372788906,0.0029988805763423443,0.0005201586172915995,-0.021171895787119865,116.0,367.0,1259.0,2359.0,4101.0,769.0
000778.SZ,2025-12-30,0.0012309685116633773,0.0001063788658939302,0.0015906342305243015,-0.006458844058215618,1230.0,1019.0,873.0,982.0,4104.0,770.0
600211.SH,2025-12-30,0.0001943555544130504,7.220293628051877e-05,0.00201040948741138,-0.005579502321779728,1475.0,1034.0,761.0,839.0,4109.0,771.0
601101.SH,2025-12-30,0.004736247006803751,-0.0007709955680184066,-0.0007820319733582437,-0.0032378188334405422,445.0,1411.0,1847.0,409.0,4112.0,772.0
600295.SH,2025-12-30,0.0003983712522312999,0.0007266614120453596,0.0019615276250988245,-0.007081739604473114,1432.0,819.0,782.0,1084.0,4117.0,773.0
000905.SZ,2025-12-30,-0.003577216062694788,0.014541511423885822,0.019292207434773445,-0.014932640828192234,2180.0,9.0,9.0,1920.0,4118.0,774.0
600886.SH,2025-12-30,0.006165977101773024,-0.000561838096473366,-0.0017719303723424673,-0.0027319123037159443,286.0,1322.0,2196.0,317.0,4121.0,775.0
601016.SH,2025-12-30,0.003494837088510394,-0.0010697923135012388,0.00010430737165734172,-0.0037054684944450855,650.0,1545.0,1446.0,486.0,4127.0,776.0
000998.SZ,2025-12-30,0.00129866658244282,-0.00023479975061491132,0.0004659061669372022,-0.0036455909721553326,1215.0,1165.0,1279.0,471.0,4130.0,777.0
002615.SZ,2025-12-30,-0.000960212608333677,-0.0003077820292674005,0.0022907175589352846,-0.0036973669193685055,1751.0,1207.0,692.0,483.0,4133.0,778.0
600753.SH,2025-12-30,-0.0025944907683879137,0.0030567911453545094,0.0035238664131611586,-0.008641932159662247,2051.0,359.0,447.0,1277.0,4134.0,779.0
600826.SH,2025-12-30,-0.0024550168309360743,0.000812095298897475,0.0022190718445926905,-0.00436182226985693,2026.0,790.0,710.0,608.0,4134.0,779.0
002651.SZ,2025-12-30,0.002183719538152218,-0.0003523785271681845,0.0021058754064142704,-0.008018855936825275,970.0,1229.0,736.0,1204.0,4139.0,781.0
600829.SH,2025-12-30,0.019619956612586975,-0.0026292733382433653,0.004844009876251221,-0.012134882621467113,13.0,2168.0,280.0,1679.0,4140.0,782.0
000548.SZ,2025-12-30,0.0011323995422571898,0.0003521384787745774,0.0013804540503770113,-0.00656239315867424,1258.0,942.0,935.0,1006.0,4141.0,783.0
000895.SZ,2025-12-30,4.5227989176055416e-05,-0.00028764602029696107,0.00045750633580610156,-0.0015304905828088522,1515.0,1188.0,1285.0,154.0,4142.0,784.0
600508.SH,2025-12-30,0.008661175146698952,-0.0017037843354046345,-0.0002619603765197098,-0.00415680231526494,128.0,1833.0,1621.0,561.0,4143.0,785.0
603390.SH,2025-12-30,0.003948482684791088,0.00020414782920852304,0.001200106111355126,-0.011330840177834034,565.0,987.0,1007.0,1584.0,4143.0,785.0
600818.SH,2025-12-30,0.00267257122322917,-0.0011455656494945288,0.0007047706167213619,-0.003962693735957146,838.0,1583.0,1192.0,531.0,4144.0,787.0
600051.SH,2025-12-30,-0.0019469321705400944,0.00015262392116710544,0.0016203757841140032,-0.0028214165940880775,1943.0,1009.0,865.0,329.0,4146.0,788.0
603169.SH,2025-12-30,-0.002294512465596199,0.0045878030359745026,0.006270537618547678,-0.013171049766242504,2008.0,194.0,173.0,1773.0,4148.0,789.0
600216.SH,2025-12-30,0.000390552100725472,-0.0005244260537438095,0.0005914143985137343,-0.0017100933473557234,1436.0,1302.0,1237.0,176.0,4151.0,790.0
600535.SH,2025-12-30,0.0013319411082193255,-0.0002565938630141318,0.0005832160823047161,-0.003953521139919758,1206.0,1178.0,1240.0,528.0,4152.0,791.0
000651.SZ,2025-12-30,0.0008322475478053093,-3.4584376408020034e-05,-0.00021576619474217296,-0.0014687462244182825,1330.0,1076.0,1599.0,149.0,4154.0,792.0
600116.SH,2025-12-30,0.004040946252644062,-0.001068667508661747,-0.0004581569810397923,-0.0029926151037216187,546.0,1543.0,1710.0,361.0,4160.0,793.0
600511.SH,2025-12-30,0.00428607827052474,-0.0005768705741502345,-0.000770691258367151,-0.003762096632272005,501.0,1331.0,1840.0,491.0,4163.0,794.0
002479.SZ,2025-12-30,0.002874735277146101,-0.0010684775188565254,0.0006196023314259946,-0.004412691108882427,776.0,1542.0,1221.0,625.0,4164.0,795.0
603011.SH,2025-12-30,0.00978845451027155,-0.00036365125561133027,0.011272450909018517,-0.036193422973155975,92.0,1235.0,43.0,2794.0,4164.0,795.0
600379.SH,2025-12-30,0.004995310213416815,-0.0014949114993214607,0.001528435735963285,-0.007504485547542572,414.0,1736.0,892.0,1125.0,4167.0,797.0
603948.SH,2025-12-30,0.0021750591695308685,0.003844614140689373,0.00280929752625525,-0.02103065885603428,976.0,259.0,589.0,2344.0,4168.0,798.0
002173.SZ,2025-12-30,0.0025017564184963703,0.0009445142932236195,0.0018408154137432575,-0.012603153474628925,878.0,753.0,812.0,1726.0,4169.0,799.0
600111.SH,2025-12-30,0.005996296647936106,0.0003626880352385342,0.0017724131466820836,-0.017246365547180176,303.0,938.0,832.0,2098.0,4171.0,800.0
600926.SH,2025-12-30,-0.0018027015030384064,0.0015298097860068083,0.0002963937586173415,-0.0028183027170598507,1907.0,600.0,1342.0,327.0,4176.0,801.0
600110.SH,2025-12-30,0.006379574537277222,-0.0014813609886914492,0.007381960283964872,-0.016933800652623177,261.0,1731.0,111.0,2079.0,4182.0,802.0
603355.SH,2025-12-30,-0.002524003153666854,0.0037237335927784443,0.007173520978540182,-0.012967946007847786,2039.0,272.0,118.0,1756.0,4185.0,803.0
603899.SH,2025-12-30,0.0019794590771198273,-0.00044163031270727515,5.931878331466578e-05,-0.0034260451793670654,1026.0,1261.0,1462.0,438.0,4187.0,804.0
002210.SZ,2025-12-30,0.001992542063817382,-0.000557423394639045,0.004913470707833767,-0.011300841346383095,1021.0,1318.0,273.0,1576.0,4188.0,805.0
600746.SH,2025-12-30,0.001065842341631651,-0.0008601692388765514,0.0013043199433013797,-0.003785299602895975,1273.0,1452.0,972.0,494.0,4191.0,806.0
600854.SH,2025-12-30,0.00042957899859175086,6.882980233058333e-05,0.0012883928138762712,-0.005066102370619774,1422.0,1039.0,977.0,755.0,4193.0,807.0
601226.SH,2025-12-30,-0.0020094106439501047,0.002977390307933092,0.003974988590925932,-0.010735902935266495,1951.0,370.0,377.0,1497.0,4195.0,808.0
002859.SZ,2025-12-30,0.0043345242738723755,-0.0007327666389755905,-0.0010986635461449623,-0.002921262290328741,493.0,1397.0,1965.0,343.0,4198.0,809.0
601001.SH,2025-12-30,0.0021725939586758614,0.001489544054493308,-0.002072504023090005,-0.002968480344861746,978.0,608.0,2257.0,358.0,4201.0,810.0
600397.SH,2025-12-30,0.002034180099144578,0.003105849027633667,0.004729392472654581,-0.025235522538423538,1009.0,352.0,293.0,2548.0,4202.0,811.0
002783.SZ,2025-12-30,0.0014906194992363453,0.0005643056356348097,0.0038838281761854887,-0.013029946945607662,1172.0,871.0,395.0,1766.0,4204.0,812.0
000631.SZ,2025-12-30,0.003827412612736225,0.0008638881845399737,0.0010099394712597132,-0.013021139428019524,588.0,772.0,1080.0,1765.0,4205.0,813.0
002637.SZ,2025-12-30,0.004866831935942173,-0.0007659720140509307,-0.0016715792007744312,-0.002014432568103075,427.0,1408.0,2161.0,209.0,4205.0,813.0
002030.SZ,2025-12-30,0.0020728560630232096,-0.0006866981857456267,0.00011646823259070516,-0.003135323990136385,1001.0,1379.0,1439.0,387.0,4206.0,815.0
600008.SH,2025-12-30,0.00288269086740911,-0.0008424831903539598,-0.00022555474424734712,-0.003134477883577347,772.0,1445.0,1605.0,386.0,4208.0,816.0
603819.SH,2025-12-30,-0.0017200130969285965,0.0034210095182061195,0.0028711464256048203,-0.010143999941647053,1890.0,310.0,573.0,1437.0,4210.0,817.0
002146.SZ,2025-12-30,0.00300474907271564,-0.000560635409783572,0.0009594473522156477,-0.006858787499368191,753.0,1320.0,1099.0,1040.0,4212.0,818.0
603566.SH,2025-12-30,0.00118912139441818,-0.0004551297170110047,1.4057090083952062e-05,-0.00205434812232852,1245.0,1268.0,1487.0,216.0,4216.0,819.0
603256.SH,2025-12-30,0.004264412447810173,0.006074833683669567,0.001966650364920497,-0.03916512057185173,503.0,127.0,781.0,2806.0,4217.0,820.0
603918.SH,2025-12-30,0.001808617147617042,-0.001275097718462348,5.824198069603881e-06,0.0044137537479400635,1082.0,1636.0,1492.0,7.0,4217.0,820.0
002585.SZ,2025-12-30,-0.00010551040759310126,0.0015185289084911346,0.0070249056443572044,-0.01508410181850195,1561.0,604.0,124.0,1930.0,4219.0,822.0
603991.SH,2025-12-30,-0.002142217941582203,0.0016636576037853956,0.003599554765969515,-0.008190248161554337,1983.0,573.0,436.0,1232.0,4224.0,823.0
600735.SH,2025-12-30,0.0004977940698154271,-0.0017522755078971386,0.002458310918882489,-0.0026915734633803368,1405.0,1849.0,665.0,309.0,4228.0,824.0
601166.SH,2025-12-30,-0.0016378357540816069,0.00013069430133327842,0.0008329639676958323,-0.0018775314092636108,1878.0,1013.0,1146.0,196.0,4233.0,825.0
000421.SZ,2025-12-30,-0.005895917769521475,0.0007574966293759644,0.0030159184243530035,-0.003730778582394123,2402.0,801.0,544.0,487.0,4234.0,826.0
601886.SH,2025-12-30,-0.0003480342566035688,-0.00026397983310744166,0.0005579044227488339,-0.0017225781921297312,1628.0,1181.0,1249.0,179.0,4237.0,827.0
000869.SZ,2025-12-30,0.0025516280438750982,-0.0009821183048188686,-0.00025357335107401013,-0.0022933250293135643,867.0,1511.0,1615.0,246.0,4239.0,828.0
002414.SZ,2025-12-30,0.001995980506762862,0.005622329656034708,0.0020890028681606054,-0.020874377340078354,1019.0,142.0,746.0,2337.0,4244.0,829.0
603713.SH,2025-12-30,0.0062713888473808765,-0.0005154661484993994,0.0009556834120303392,-0.011282788589596748,270.0,1299.0,1101.0,1575.0,4245.0,830.0
002697.SZ,2025-12-30,0.002811248181387782,0.0014521871926262975,0.003338226117193699,-0.020896952599287033,799.0,623.0,485.0,2339.0,4246.0,831.0
600229.SH,2025-12-30,0.0006874765385873616,-0.00038444792153313756,0.00015494442777708173,-0.0021715357434004545,1361.0,1245.0,1414.0,228.0,4248.0,832.0
002014.SZ,2025-12-30,0.0016714406665414572,-0.0003734803176485002,0.00021372298942878842,-0.0037975353188812733,1128.0,1240.0,1382.0,499.0,4249.0,833.0
000030.SZ,2025-12-30,-7.23011908121407e-05,0.00010144599946215749,0.0007895433809608221,-0.003925943747162819,1549.0,1021.0,1162.0,520.0,4252.0,834.0
603126.SH,2025-12-30,0.003819342004135251,-0.0009162958594970405,-0.00023938302183523774,-0.004181388765573502,590.0,1480.0,1613.0,571.0,4254.0,835.0
002513.SZ,2025-12-30,0.005810076836496592,0.011856429278850555,0.0010143048129975796,-0.054616715759038925,329.0,23.0,1079.0,2824.0,4255.0,836.0
603225.SH,2025-12-30,0.002588036935776472,0.0013959100469946861,0.003736292477697134,-0.021071668714284897,856.0,637.0,414.0,2348.0,4255.0,836.0
000906.SZ,2025-12-30,0.0035132463090121746,-0.0006046353955753148,-0.00042901054257526994,-0.0041923606768250465,648.0,1344.0,1696.0,572.0,4260.0,838.0
002494.SZ,2025-12-30,-0.0021246876567602158,0.0001746297930367291,0.002124349121004343,-0.0040959687903523445,1979.0,1001.0,730.0,551.0,4261.0,839.0
601015.SH,2025-12-30,0.007108200341463089,0.0033214602153748274,-0.0011898598168045282,-0.012716999277472496,202.0,324.0,1997.0,1740.0,4263.0,840.0
603323.SH,2025-12-30,0.0015164875658228993,6.433698581531644e-05,-0.00062495720339939,-0.0025220676325261593,1166.0,1040.0,1785.0,281.0,4272.0,841.0
000692.SZ,2025-12-30,-0.008341394364833832,0.0062914323061704636,0.0036500112619251013,-0.007687881588935852,2580.0,115.0,430.0,1148.0,4273.0,842.0
002550.SZ,2025-12-30,-0.0002251903642900288,-0.00017611862858757377,0.0013039084151387215,-0.004167081322520971,1595.0,1138.0,973.0,568.0,4274.0,843.0
000538.SZ,2025-12-30,0.0018041158327832818,8.240103488788009e-05,-0.0004311736556701362,-0.0036237468011677265,1084.0,1030.0,1697.0,464.0,4275.0,844.0
000900.SZ,2025-12-30,0.0029432778246700764,-0.0012502344325184822,4.126509520574473e-05,-0.003223869949579239,768.0,1626.0,1477.0,405.0,4276.0,845.0
000514.SZ,2025-12-30,0.0022531950380653143,-0.001117815962061286,0.0023791666608303785,-0.007103429175913334,945.0,1568.0,679.0,1089.0,4281.0,846.0
000028.SZ,2025-12-30,0.0017958168173208833,-0.0012280629016458988,7.429620018228889e-05,-0.0011733861174434423,1089.0,1616.0,1456.0,122.0,4283.0,847.0
600794.SH,2025-12-30,0.004378728102892637,-0.0009491550154052675,-0.00032307422952726483,-0.004599467385560274,482.0,1494.0,1644.0,666.0,4286.0,848.0
600975.SH,2025-12-30,0.0022135847248136997,-0.0006719418452121317,-0.0004150707391090691,-0.002442760393023491,959.0,1370.0,1686.0,272.0,4287.0,849.0
600599.SH,2025-12-30,0.00812943372875452,-0.0014431497547775507,0.0013406159123405814,-0.010562842711806297,147.0,1713.0,950.0,1480.0,4290.0,850.0
601158.SH,2025-12-30,0.002489454112946987,-0.0008941224659793079,-0.000652208982501179,-0.0013948434498161077,882.0,1469.0,1800.0,143.0,4294.0,851.0
600808.SH,2025-12-30,0.002538844011723995,-0.0013167180586606264,0.0018645996460691094,-0.006392493378371,872.0,1651.0,806.0,966.0,4295.0,852.0
000409.SZ,2025-12-30,0.0024680490605533123,4.564836490317248e-05,-0.00033478281693533063,-0.004869832657277584,889.0,1045.0,1649.0,719.0,4302.0,853.0
002100.SZ,2025-12-30,0.002070283517241478,0.0013696267269551754,0.002793338615447283,-0.016736119985580444,1004.0,646.0,595.0,2058.0,4303.0,854.0
600177.SH,2025-12-30,0.000982224359177053,-0.0004724207683466375,-0.00015857518883422017,-0.0016061286441981792,1291.0,1275.0,1576.0,165.0,4307.0,855.0
600897.SH,2025-12-30,-0.003502476029098034,0.004565536975860596,0.008364709094166756,-0.014124151319265366,2171.0,198.0,87.0,1851.0,4307.0,855.0
002262.SZ,2025-12-30,0.002223809715360403,0.002547926502302289,0.0010901688365265727,-0.014542431570589542,955.0,419.0,1048.0,1888.0,4310.0,857.0
600819.SH,2025-12-30,0.005888494662940502,-0.0009593052673153579,0.0005175378173589706,-0.008184274658560753,318.0,1501.0,1262.0,1230.0,4311.0,858.0
000019.SZ,2025-12-30,0.002422502962872386,-0.0009307350846938789,1.9898927348549478e-05,-0.0034540551714599133,904.0,1483.0,1484.0,441.0,4312.0,859.0
600859.SH,2025-12-30,0.0061981868930161,-0.0003757005906663835,0.00022124702809378505,-0.0099248718470335,283.0,1241.0,1376.0,1412.0,4312.0,859.0
603970.SH,2025-12-30,0.0014416280901059508,-0.00031617662170901895,0.001351408427581191,-0.0064517962746322155,1178.0,1211.0,946.0,979.0,4314.0,861.0
601000.SH,2025-12-30,0.0009513087570667267,-0.00027885480085387826,4.420039113028906e-05,-0.0029584509320557117,1304.0,1185.0,1475.0,353.0,4317.0,862.0
002668.SZ,2025-12-30,0.0012827374739572406,0.0006991371628828347,0.001189629198051989,-0.008479115553200245,1217.0,830.0,1013.0,1258.0,4318.0,863.0
002739.SZ,2025-12-30,0.005087095778435469,-0.0004037073231302202,0.001035585766658187,-0.01146782748401165,399.0,1254.0,1067.0,1600.0,4320.0,864.0
605369.SH,2025-12-30,0.0031690020114183426,-0.0006748650339432061,0.0007904013036750257,-0.007017430849373341,719.0,1373.0,1161.0,1067.0,4320.0,864.0
002471.SZ,2025-12-30,0.01332324743270874,-0.000759993854444474,0.005777131300419569,-0.029216820374131203,40.0,1405.0,201.0,2675.0,4321.0,866.0
600507.SH,2025-12-30,-0.0005664735217578709,0.0002628173097036779,0.0009064505575224757,-0.0041692522354424,1670.0,966.0,1122.0,569.0,4327.0,867.0
002560.SZ,2025-12-30,-0.00298193097114563,0.0028702442068606615,0.0028535500168800354,-0.008517337031662464,2103.0,382.0,579.0,1264.0,4328.0,868.0
002825.SZ,2025-12-30,-0.002828333992511034,0.0077043198980391026,0.0035544601269066334,-0.012648224830627441,2085.0,70.0,442.0,1732.0,4329.0,869.0
600192.SH,2025-12-30,0.002184652490541339,0.0022702415008097887,0.005341393873095512,-0.02906499244272709,969.0,466.0,227.0,2668.0,4330.0,870.0
603138.SH,2025-12-30,0.0026640968862921,0.0020862596575170755,-0.002123467391356826,-0.0049882568418979645,841.0,494.0,2267.0,734.0,4336.0,871.0
000828.SZ,2025-12-30,0.0036188603844493628,-0.0011922679841518402,-0.0007737085106782615,-0.0024420591071248055,626.0,1599.0,1842.0,271.0,4338.0,872.0
